com.combineinc.streetracing.driftthreeD,Street Racing 3D,GAME_RACING,100000000,1593410,4.34,Free,1.031,1.992
com.cleanteam.oneboost,"One Booster - Antivirus, Booster, Phone Cleaner",TOOLS,100000000,1781638,4.62,Free,2.98,5.996
com.jetstartgames.chess,Chess,GAME_BOARD,100000000,1708061,4.42,Free,0.823,1.636
org.videolan.vlc,VLC for Android,VIDEO_PLAYERS,100000000,1660289,4.14,Free,0.806,1.523
com.eterno,"Dailyhunt: News,Election,Local",NEWS_AND_MAGAZINES,100000000,1659090,4.25,Free,2.662,6.645
com.gameloft.android.ANMP.GloftAGHM,Asphalt Nitro,GAME_RACING,100000000,1714145,4.29,Free,0.805,1.495
com.playgendary.tom,Tomb of the Mask,GAME_ACTION,100000000,1859870,4.38,Free,1.208,3.08
video.reface.app,Reface: Funny face swap videos,ENTERTAINMENT,100000000,1629079,4.48,Free,1.041,2.282
com.os.airforce,1945 Air Force: Airplane games,GAME_ARCADE,100000000,1891690,4.7,Free,6.273,13.81
com.natenai.glowhockey,Glow Hockey,GAME_ARCADE,100000000,1802699,4.12,Free,0.134,0.173
com.rovio.angrybirdsseasons,Angry Birds Seasons,GAME_ARCADE,100000000,1682529,4.52,Free,0.223,0.23
ru.mail.mailapp,Mail.ru - Email App,COMMUNICATION,100000000,1806370,4.69,Free,7.966,36.997
com.google.android.apps.youtube.kids,YouTube Kids,ENTERTAINMENT,100000000,1901973,4.33,Free,2.758,5.563
fi.twomenandadog.zombiecatchers,Zombie Catchers – love to hunt,GAME_ACTION,100000000,1951814,4.41,Free,0.746,1.531
com.ea.gp.nbamobile,NBA LIVE Mobile Basketball,GAME_SPORTS,100000000,2457914,4.31,Free,0.51,0.875
com.abtnprojects.ambatana,letgo: Buy & Sell Used Stuff,SHOPPING,100000000,1625150,4.31,Free,0.489,0.873
com.sonyliv,SonyLIV:Entertainment & Sports,ENTERTAINMENT,100000000,1625295,3.69,Free,1.0,1.912
bubbleshooter.orig,Bubble Shooter,GAME_CASUAL,100000000,1778046,4.41,Free,1.39,3.048
com.meesho.supply,Meesho: Online Shopping App,SHOPPING,100000000,1671743,4.36,Free,10.888,22.914
com.snowcorp.stickerly.android,Sticker.ly - Sticker Maker,TOOLS,100000000,1585036,4.65,Free,2.364,4.454
io.voodoo.crowdcity,Crowd City,GAME_ARCADE,100000000,1608865,4.01,Free,0.335,0.552
com.byjus.thelearningapp,BYJU'S – The Learning App,EDUCATION,100000000,1721042,4.15,Free,0.794,1.433
com.tocaboca.tocakitchen2,Toca Kitchen 2,GAME_EDUCATIONAL,100000000,1630169,4.06,Free,0.722,1.287
com.cam001.selfie,Sweet Selfie: Camera & Editor,PHOTOGRAPHY,100000000,2289764,4.52,Free,0.71,1.368
com.cyworld.camera,Cymera - Photo Editor Collage,PHOTOGRAPHY,100000000,2495617,4.39,Free,0.098,0.118
com.ovelin.guitartuna,GuitarTuna - Tuner for Guitar Ukulele Bass & more!,TOOLS,100000000,2086545,4.73,Free,1.328,2.795
com.outfit7.talkinggingerfree,Talking Ginger,ENTERTAINMENT,100000000,1914621,3.81,Free,0.248,0.361
com.evernote,Evernote - Notes Organizer & Daily Planner,PRODUCTIVITY,100000000,1673227,3.99,Free,0.713,1.402
com.gamma.scan,QR & Barcode Scanner,TOOLS,100000000,1891530,4.57,Free,2.001,4.076
club.fromfactory,Club Factory - Online Shopping App,SHOPPING,100000000,1764735,3.07,Free,0.08,0.07
com.linecorp.LGGRTHN,LINE Let's Get Rich,GAME_CASUAL,50000000,4003596,4.29,Free,0.103,0.139
com.nintendo.zaka,Mario Kart Tour,GAME_ACTION,100000000,2021979,4.23,Free,0.41,0.844
com.cyberlink.youperfect,YouCam Perfect - Photo Editor,PHOTOGRAPHY,100000000,2052455,4.43,Free,0.266,0.485
com.google.android.apps.meetings,Google Meet,BUSINESS,100000000,2070174,4.1,Free,2.752,5.148
sixpack.sixpackabs.absworkout,Six Pack in 30 Days,HEALTH_AND_FITNESS,100000000,1868965,4.92,Free,3.162,6.015
air.au.com.metro.DumbWaysToDie2,Dumb Ways to Die 2: The Games,GAME_CASUAL,100000000,1789062,4.36,Free,0.118,0.138
com.moonvideo.android.resso,Resso Music - Songs & Lyrics,MUSIC_AND_AUDIO,100000000,1688252,4.76,Free,18.057,53.136
com.masomo.headball2,Head Ball 2 - Online Soccer,GAME_SPORTS,100000000,1919560,3.97,Free,0.751,1.514
com.olacabs.customer,"Ola, Safe and affordable rides",MAPS_AND_NAVIGATION,100000000,2009694,3.98,Free,2.165,5.49
com.zentertain.photoeditor,Photo Editor Pro,PHOTOGRAPHY,100000000,1889530,4.17,Free,0.08,0.077
com.rubygames.assassin,Hunter Assassin,GAME_ACTION,100000000,2353692,4.24,Free,3.469,6.654
com.adobe.psmobile,Photoshop Express Photo Editor,PHOTOGRAPHY,100000000,1807720,4.35,Free,0.569,1.121
com.playgendary.tanks,Tank Stars,GAME_ARCADE,100000000,1703107,4.21,Free,1.948,4.002
fb.video.downloader,FastVid: Video Downloader for Facebook,TOOLS,100000000,2271864,4.33,Free,2.132,4.149
com.pure.indosat.care,myIM3 Buy & Check IM3 Data,TOOLS,10000000,5705571,4.52,Free,4.25,9.571
com.vng.g6.a.zombie,DEAD TARGET: Zombie Games 3D,GAME_ACTION,100000000,2184657,4.55,Free,1.049,2.18
com.youmusic.magictiles,Magic Tiles 3,GAME_MUSIC,100000000,2815886,3.93,Free,1.632,3.538
ru.yandex.taxi,Yandex Go — taxi and delivery,MAPS_AND_NAVIGATION,50000000,3981596,4.87,Free,5.85,13.59
com.FDGEntertainment.redball4.gp,Red Ball 4,GAME_ARCADE,100000000,2508456,4.45,Free,1.059,1.919
com.billiards.city.pool.nation.club,Pooking - Billiards City,GAME_SPORTS,100000000,3017891,4.49,Free,1.627,3.111
br.com.gabba.Caixa,CAIXA,FINANCE,100000000,3029071,3.66,Free,1.803,3.443
com.melesta.coffeeshop,My Cafe — Restaurant Game,GAME_CASUAL,50000000,4341430,4.55,Free,0.589,1.17
com.king.candycrushjellysaga,Candy Crush Jelly Saga,GAME_PUZZLE,100000000,1718498,4.59,Free,0.533,0.928
com.zing.zalo,Zalo - Video Call,COMMUNICATION,100000000,1867717,4.2,Free,1.134,2.386
jp.ne.ibis.ibispaintx.app,ibis Paint X,ART_AND_DESIGN,100000000,1942623,4.25,Free,2.207,4.447
com.facebook.pages.app,Meta Business Suite,BUSINESS,100000000,2364943,4.24,Free,2.259,4.372
com.jio.jioplay.tv,JioTV,ENTERTAINMENT,100000000,3522304,4.02,Free,0.568,1.176
com.fungames.blockcraft,Block Craft 3D：Building Game,GAME_ARCADE,100000000,2367862,4.24,Free,0.933,1.683
io.voodoo.paper2,Paper.io 2,GAME_ARCADE,100000000,1971594,3.57,Free,0.614,0.996
co.brainly,Brainly – Get Homework Help,EDUCATION,100000000,2265844,4.43,Free,3.854,6.422
photoeditor.layout.collagemaker,Collage Maker | Photo Editor,PHOTOGRAPHY,100000000,1917763,4.91,Free,4.281,9.256
com.outfit7.movingeye.swampattack,Swamp Attack,GAME_ACTION,100000000,2518099,4.53,Free,0.21,0.305
com.jrzheng.supervpnfree,SuperVPN Fast VPN Client,TOOLS,100000000,2141100,4.69,Free,2.72,5.331
com.lyrebirdstudio.montagenscolagem,Photo Editor Picsa: Photo Collage Maker & Stickers,PHOTOGRAPHY,100000000,2061588,4.5,Free,0.55,1.135
com.outfit7.mytalkingtomfriends,My Talking Tom Friends,GAME_CASUAL,100000000,2627000,4.17,Free,3.123,6.389
tunein.player,"TuneIn Radio: News, Sports & AM FM Music Stations",MUSIC_AND_AUDIO,100000000,2127554,4.68,Free,1.09,2.328
com.freeplay.runandfight,Join Clash 3D,GAME_ARCADE,100000000,1807840,4.14,Free,1.47,2.89
com.gojek.app,Gojek,TRAVEL_AND_LOCAL,100000000,4499530,4.25,Free,1.599,3.233
com.avito.android,"Авито: квартиры, авто, работа",SHOPPING,100000000,2575942,4.45,Free,1.198,2.317
com.halo.wifikey.wifilocating,WiFi Master - Fast Secure WiFi,TOOLS,100000000,3060901,4.43,Free,0.467,0.841
com.starmakerinteractive.starmaker,StarMaker: Sing Karaoke Songs,MUSIC_AND_AUDIO,100000000,2629259,4.5,Free,3.068,6.157
com.generagames.resistance,Cover Fire: Offline Shooting,GAME_ACTION,100000000,2280230,4.66,Free,0.88,1.836
homeworkout.homeworkouts.noequipment,Home Workout - No Equipment,HEALTH_AND_FITNESS,100000000,2510968,4.92,Free,3.409,6.68
deezer.android.app,Deezer: Music & Podcast Player,MUSIC_AND_AUDIO,100000000,2805565,4.3,Free,0.967,2.025
com.springwalk.mediaconverter,MP3 Video Converter,MUSIC_AND_AUDIO,100000000,2005024,4.55,Free,0.235,0.39
com.wb.goog.mkx,MORTAL KOMBAT: A Fighting Game,GAME_ACTION,50000000,4368657,4.32,Free,0.383,0.687
com.ixigo.train.ixitrain,Train Status Ticket Book PNR,TRAVEL_AND_LOCAL,100000000,2016750,4.49,Free,2.891,5.284
com.ril.ajio,AJIO - House Of Brands,SHOPPING,100000000,2177556,4.57,Free,3.947,9.415
com.europosit.pixelcoloring,Pixel Art: color by number,GAME_PUZZLE,100000000,2197549,4.47,Free,0.566,1.256
com.azarlive.android,Azar - Video Chat,COMMUNICATION,100000000,1836064,4.02,Free,0.848,1.618
com.outfit7.talkingben,Talking Ben the Dog,ENTERTAINMENT,100000000,1783299,4.37,Free,0.459,0.595
com.mobilemotion.dubsmash,Dubsmash - Create & Watch Videos,VIDEO_PLAYERS,100000000,2012652,4.13,Free,0.084,0.08
com.yandex.browser,Yandex Browser with Protect,PERSONALIZATION,100000000,2031111,4.34,Free,1.266,2.535
com.xiaomi.hm.health,Mi Fit,HEALTH_AND_FITNESS,100000000,2365344,4.27,Free,2.708,4.285
com.bsb.hike,Hike News & Content,SOCIAL,100000000,2912153,4.36,Free,0.113,0.109
com.piriform.ccleaner,"CCleaner: Cache Cleaner, Phone Booster, Optimizer",TOOLS,100000000,2426487,4.68,Free,1.861,3.733
com.disney.wheresmywater2_goo,Where's My Water? 2,GAME_PUZZLE,100000000,2190929,4.3,Free,0.257,0.456
com.fungames.flightpilot,Flight Pilot Simulator 3D,GAME_ROLE_PLAYING,100000000,2698165,4.26,Free,0.193,0.31
kik.android,Kik,COMMUNICATION,100000000,2517153,4.11,Free,0.275,0.318
com.mojang.minecrafttrialpe,Minecraft Trial,GAME_ARCADE,100000000,2702997,4.1,Free,1.768,3.427
com.miniclip.footballstrike,Football Strike: Online Soccer,GAME_SPORTS,100000000,2346956,4.5,Free,2.063,4.274
com.google.android.apps.classroom,Google Classroom,EDUCATION,100000000,1910657,2.38,Free,1.752,2.812
com.ubisoft.hungrysharkworld,Hungry Shark World,GAME_ARCADE,100000000,2006664,4.56,Free,0.743,1.329
com.notdoppler.earntodie2,Earn to Die 2,GAME_RACING,100000000,1847700,4.37,Free,0.608,1.17
com.kms.free,Kaspersky Security & VPN,TOOLS,50000000,3793650,4.75,Free,0.644,1.195
com.amazon.kindle,Amazon Kindle,BOOKS_AND_REFERENCE,100000000,2275000,4.74,Free,3.348,6.755
com.myntra.android,Myntra Online Shopping App,SHOPPING,100000000,3662065,4.37,Free,0.613,1.444
com.alien.shooter.galaxy.attack,Galaxy Attack: Alien Shooter,GAME_ARCADE,100000000,2176793,4.66,Free,1.058,2.282
com.microblink.photomath,Photomath,EDUCATION,100000000,2554343,4.62,Free,1.699,2.706
com.spacegame.homedesign,My Home - Design Dreams,GAME_CASUAL,100000000,2240670,4.51,Free,0.433,0.802
com.indeed.android.jobsearch,Indeed Job Search,BUSINESS,100000000,2339985,4.7,Free,6.438,12.01
com.amanotes.beathopper,Tiles Hop: EDM Rush!,GAME_MUSIC,100000000,2985666,4.17,Free,1.959,4.11
com.kakao.talk,KakaoTalk : Messenger,COMMUNICATION,100000000,3104343,4.35,Free,1.066,1.444
com.studiosol.palcomp3,Palco MP3,MUSIC_AND_AUDIO,100000000,2131996,4.22,Free,0.076,0.1
com.nekki.vector,Vector,GAME_ARCADE,100000000,3472551,4.4,Free,0.41,0.705
com.julian.fastracing,Fast Racing 3D,GAME_RACING,100000000,1853176,4.2,Free,0.114,0.13
com.movile.playkids.pkxd,PK XD - Play with your Friends,GAME_ADVENTURE,100000000,3482225,4.25,Free,2.936,5.201
com.antivirus,AVG AntiVirus - Mobile Security & Privacy,TOOLS,100000000,7346939,4.75,Free,0.464,0.824
com.midasplayer.apps.bubblewitchsaga2,Bubble Witch 2 Saga,GAME_CASUAL,100000000,2971384,4.62,Free,0.139,0.206
free.vpn.unblock.proxy.turbovpn,Turbo VPN - Secure VPN Proxy,TOOLS,100000000,6115345,4.65,Free,2.35,4.737
com.matchington.mansion,Matchington Mansion,GAME_PUZZLE,100000000,2128512,4.43,Free,0.846,1.686
com.sec.pcw,Samsung Link (Terminated),PRODUCTIVITY,500000000,180082,3.46,Free,0.384,0.614
com.paypal.android.p2pmobile,"PayPal - Send, Shop, Manage",FINANCE,100000000,2437175,4.39,Free,2.411,4.778
com.pixel.gun3d,Pixel Gun 3D - Battle Royale,GAME_ACTION,100000000,5763483,4.19,Free,0.275,0.381
in.swiggy.android,Swiggy : Food Delivery & More,FOOD_AND_DRINK,100000000,2960039,3.99,Free,0.771,1.541
com.igg.castleclash,Castle Clash: Guild Royale,GAME_STRATEGY,100000000,5095959,4.02,Free,0.298,0.526
photo.editor.photoeditor.photoeditorpro,Photo Editor Pro,PHOTOGRAPHY,100000000,2780469,4.87,Free,2.826,5.952
com.jio.myjio,MyJio: For Everything Jio,PRODUCTIVITY,100000000,18041827,4.44,Free,4.465,9.588
net.mobigame.zombietsunami,Zombie Tsunami,GAME_ARCADE,100000000,6060566,4.54,Free,0.354,0.693
com.digidust.elokence.akinator.freemium,Akinator,ENTERTAINMENT,100000000,3594363,4.55,Free,2.208,3.785
com.rsupport.mvagent,Mobizen Screen Recorder,PRODUCTIVITY,100000000,3260630,4.07,Free,0.64,1.015
com.ea.game.simpsons4_row,The Simpsons™:  Tapped Out,GAME_CASUAL,100000000,4104904,4.13,Free,0.139,0.197
com.lbe.parallel.intl,Parallel Space - Multiple accounts & Two face,PERSONALIZATION,100000000,4900643,4.21,Free,0.39,0.684
com.unicostudio.braintest,Brain Test: Tricky Puzzles,GAME_TRIVIA,100000000,4943155,4.68,Free,2.076,4.161
com.robtopx.geometryjumplite,Geometry Dash Lite,GAME_ARCADE,100000000,7194294,4.41,Free,0.445,0.835
com.explorationbase.ExplorationLite,Kiloblocks Lite,GAME_ADVENTURE,100000000,2077706,3.85,Free,0.072,0.073
com.zuuks.bus.simulator.ultimate,Bus Simulator : Ultimate,GAME_SIMULATION,100000000,1785459,4.09,Free,3.51,7.025
com.olx.southasia,OLX: Buy & Sell Near You with Online Classifieds,SHOPPING,100000000,2539553,4.26,Free,0.855,1.753
cn.wps.moffice_eng,"WPS Office-PDF,Word,Excel,PPT",PRODUCTIVITY,100000000,3699639,4.31,Free,2.173,4.424
com.zzkko,SHEIN-Fashion Shopping Online,SHOPPING,100000000,3121797,4.77,Free,4.517,12.376
com.maxgames.stickwarlegacy,Stick War: Legacy,GAME_STRATEGY,100000000,2316450,4.62,Free,1.671,3.238
com.jb.gokeyboard,"GO Keyboard Lite - Emoji keyboard, Free Theme, GIF",PERSONALIZATION,100000000,2637225,4.44,Free,0.114,0.122
com.jb.gosms,"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,100000000,2952292,4.41,Free,0.216,0.252
com.huawei.himovie.overseas,HUAWEI Video,ENTERTAINMENT,500000000,85059,3.83,Free,1.965,4.064
com.yodo1.crossyroad,Crossy Road,GAME_ACTION,100000000,4505349,4.57,Free,0.228,0.335
com.huawei.KoBackup,Huawei Backup,TOOLS,500000000,165664,4.1,Free,1.002,1.987
br.com.bb.android,"Banco do Brasil | Conta, cartão, pix e mais!",FINANCE,50000000,4629390,4.56,Free,2.06,4.024
com.slippy.linerusher,Fun Race 3D,GAME_RACING,100000000,2406007,4.27,Free,0.777,1.21
com.booking,Booking.com: Hotels and more,TRAVEL_AND_LOCAL,100000000,3248389,4.58,Free,0.865,1.675
com.kwai.video,Kwai - Watch cool&funny videos,VIDEO_PLAYERS,100000000,7626685,4.62,Free,5.904,12.26
com.snapdeal.main,Snapdeal: Online Shopping App,SHOPPING,100000000,2392459,3.99,Free,0.705,1.637
com.craftsman.go,Craftsman: Building Craft,GAME_SIMULATION,100000000,2231024,4.11,Free,4.724,10.922
cn.xender,Xender - Share Music Transfer,TOOLS,100000000,3327297,4.5,Free,1.024,1.797
com.ismaker.android.simsimi,SimSimi,ENTERTAINMENT,100000000,4012704,4.26,Free,0.329,0.546
com.weather.Weather,The Weather Channel - Radar,WEATHER,100000000,2569962,4.56,Free,0.919,1.803
com.utorrent.client,µTorrent®- Torrent Downloader,VIDEO_PLAYERS,100000000,4851625,4.65,Free,0.494,0.999
com.topfreegames.bikeracefreeworld,Bike Race：Motorcycle Games,GAME_RACING,100000000,3033017,4.57,Free,0.287,0.454
com.netmarble.mherosgb,MARVEL Future Fight,GAME_ROLE_PLAYING,100000000,2947111,3.9,Free,0.506,0.913
com.fugo.wow,Words of Wonders: Crossword,GAME_WORD,100000000,2252640,4.75,Free,2.426,5.576
com.outfit7.mytalkingtomfree,My Talking Tom,GAME_CASUAL,500000000,17207574,4.51,Free,0.321,0.568
com.ea.gp.fifamobile,FIFA Soccer,GAME_SPORTS,100000000,8743353,4.48,Free,6.448,8.161
com.telkomsel.telkomselcm,MyTelkomsel - Buy Package,TOOLS,50000000,6872550,4.27,Free,3.39,7.321
com.zeptolab.ctr.ads,Cut the Rope,GAME_PUZZLE,100000000,2624308,4.55,Free,0.311,0.575
com.touchtao.soccerkinggoogle,World Soccer League,GAME_SPORTS,100000000,2257816,4.38,Free,1.492,3.118
com.amazon.mp3,Amazon Music: Discover Songs,MUSIC_AND_AUDIO,100000000,2486606,4.15,Free,1.272,2.634
com.jb.emoji.gokeyboard,"GO Keyboard - Cute Emojis, Themes and GIFs",TOOLS,100000000,4769865,4.58,Free,0.079,0.081
com.firsttouchgames.dls7,Dream League Soccer 2022,GAME_SPORTS,100000000,5425677,4.31,Free,5.926,13.28
videoeditor.videorecorder.screenrecorder,Screen Recorder - XRecorder,VIDEO_PLAYERS,100000000,4877145,4.78,Free,3.65,7.21
com.amazon.avod.thirdpartyclient,Amazon Prime Video,ENTERTAINMENT,100000000,3279874,4.44,Free,1.939,3.818
com.h8games.helixjump,Helix Jump,GAME_ACTION,100000000,4257414,3.94,Free,0.091,0.085
com.grabtaxi.passenger,Grab Superapp,FOOD_AND_DRINK,100000000,8348344,4.68,Free,2.702,6.002
com.moonactive.coinmaster,Coin Master,GAME_CASUAL,100000000,6656831,4.52,Free,1.492,2.963
com.garena.game.kgvn,Garena Liên Quân Mobile,GAME_ACTION,50000000,5158372,4.14,Free,1.579,2.509
com.huawei.android.thememanager,Themes,PERSONALIZATION,500000000,139166,4.05,Free,2.415,4.857
com.ea.games.simsfreeplay_row,The Sims FreePlay,GAME_SIMULATION,100000000,5630876,4.06,Free,0.36,0.584
com.creativemobile.DragRacing,Drag Racing,GAME_RACING,100000000,2697588,4.46,Free,0.186,0.219
com.miniclip.carrom,Carrom Pool: Disc Game,GAME_SPORTS,100000000,4065419,4.17,Free,1.995,4.445
com.imangi.templerun,Temple Run,GAME_ARCADE,500000000,5033604,4.39,Free,0.616,1.091
com.gameloft.android.ANMP.GloftA8HM,Asphalt 8 - Car Racing Game,GAME_RACING,100000000,10071473,4.48,Free,0.731,1.373
com.dvloper.granny,Granny,GAME_ARCADE,100000000,3565788,4.24,Free,0.911,1.59
com.bitstrips.imoji,Bitmoji,ENTERTAINMENT,100000000,3509355,4.63,Free,0.451,0.808
com.supercell.brawlstars,Brawl Stars,GAME_ACTION,100000000,21334182,4.3,Free,3.986,5.199
com.wildspike.wormszone,Worms Zone .io - Hungry Snake,GAME_ACTION,100000000,2512692,4.27,Free,1.633,3.329
org.mozilla.firefox,Firefox Fast & Private Browser,COMMUNICATION,100000000,4368042,0.0,Free,1.025,2.154
com.tv.v18.viola,"Voot, Bigg Boss S15, Colors TV",ENTERTAINMENT,100000000,2519411,3.18,Free,0.57,1.956
sinet.startup.inDriver,inDriver — Offer your fare,MAPS_AND_NAVIGATION,100000000,3074221,4.75,Free,4.81,10.44
vsin.t16_funny_photo,Photo Lab Picture Editor & Art,PHOTOGRAPHY,100000000,2841945,4.61,Free,2.027,4.381
com.ubercab.driver,Uber - Driver: Drive & Deliver,BUSINESS,100000000,2564192,3.96,Free,1.684,2.711
com.ogqcorp.bgh,Backgrounds HD (Wallpapers),PERSONALIZATION,100000000,2402709,4.56,Free,0.093,0.091
com.sec.android.gallery3d,Samsung Gallery,PHOTOGRAPHY,1000000000,2543666,4.38,Free,0.168,0.299
ru.ok.android,OK: Social Network,SOCIAL,100000000,2618305,4.26,Free,0.495,0.769
com.naturalmotion.customstreetracer2,CSR Racing 2 - Car Racing Game,GAME_RACING,50000000,4645335,4.58,Free,0.536,0.973
com.tumblr,"Tumblr – Culture, Art, Chaos",SOCIAL,100000000,3643444,4.03,Free,0.29,0.539
com.kabam.marvelbattle,Marvel Contest of Champions,GAME_ACTION,100000000,3169814,4.34,Free,0.369,0.603
com.outfit7.talkingangelafree,Talking Angela,ENTERTAINMENT,100000000,2084598,3.02,Free,0.329,0.509
com.vectorunit.purple.googleplay,Beach Buggy Racing,GAME_RACING,100000000,2358565,4.45,Free,0.912,1.847
com.biglime.cookingmadness,Cooking Madness - A Chef's Restaurant Games,GAME_ARCADE,100000000,2506077,4.74,Free,1.631,3.356
com.gameloft.android.ANMP.GloftM5HM,Modern Combat 5: mobile FPS,GAME_ACTION,100000000,3670047,4.45,Free,0.616,1.099
com.emoji.coolkeyboard,"Emoji keyboard-Themes,Sticker",TOOLS,100000000,2441133,4.59,Free,0.701,1.384
com.picsart.studio,Picsart Photo & Video Editor,PHOTOGRAPHY,500000000,11170274,4.17,Free,0.734,1.437
com.mediocre.smashhit,Smash Hit,GAME_ARCADE,100000000,4646045,0.0,Free,0.239,0.391
com.dywx.larkplayer,Music Player & MP3 Player - Lark Player,MUSIC_AND_AUDIO,100000000,2754886,4.6,Free,1.27,2.387
com.vkontakte.android,"VK: music, video, messenger",SOCIAL,100000000,8002315,3.54,Free,0.492,0.838
com.fluffyfairygames.idleminertycoon,Idle Miner Tycoon: Gold & Cash,GAME_SIMULATION,100000000,3895877,4.56,Free,1.866,3.519
com.playrix.homescapes,Homescapes,GAME_CASUAL,100000000,10975087,4.4,Free,0.798,1.297
com.socialnmobile.dictapps.notepad.color.note,ColorNote Notepad Notes,PRODUCTIVITY,100000000,3405722,4.86,Free,0.598,1.115
com.imo.android.imoim,imo-International Calls & Chat,COMMUNICATION,500000000,7411585,4.11,Free,0.861,1.652
com.playit.videoplayer,PLAYit-All in One Video Player,VIDEO_PLAYERS,100000000,3660067,4.63,Free,3.889,8.471
com.quvideo.xiaoying,VivaVideo - Video Editor&Maker,VIDEO_PLAYERS,100000000,13253469,4.47,Free,2.652,1.036
com.discord,"Discord - Chat, Talk & Hangout",COMMUNICATION,100000000,4121581,4.51,Free,2.88,5.465
com.opera.browser,Opera Browser: Fast & Private,COMMUNICATION,100000000,4002469,4.34,Free,0.964,1.785
com.joeware.android.gpulumera,Candy Camera - photo editor,PHOTOGRAPHY,100000000,3513960,4.49,Free,0.112,0.122
com.google.android.apps.assistant,Google Assistant Go,TOOLS,500000000,294191,4.25,Free,2.764,5.665
com.playgendary.kickthebuddy,Kick the Buddy,GAME_ACTION,100000000,3432805,4.26,Free,0.334,0.54
com.fdgentertainment.bananakong,Banana Kong,GAME_ACTION,100000000,4707006,4.61,Free,0.73,1.383
com.ebay.mobile,eBay: The shopping marketplace,SHOPPING,100000000,4139137,4.67,Free,0.823,1.565
com.noxgroup.app.cleaner,"Nox Cleaner - Booster, Master",TOOLS,100000000,2066029,4.43,Free,3.401,6.49
com.prettysimple.criminalcaseandroid,Criminal Case,GAME_ADVENTURE,100000000,4312315,4.61,Free,0.186,0.289
in.mohalla.sharechat,ShareChat - Made in India,SOCIAL,100000000,3121306,4.2,Free,2.465,4.646
com.microsoft.office.word,Microsoft Word: Edit Documents,PRODUCTIVITY,1000000000,6554326,4.45,Free,0.855,1.57
com.intsig.camscanner,CamScanner - PDF Scanner App,PRODUCTIVITY,100000000,3812328,4.86,Free,1.83,3.015
com.outfit7.talkingtom,Talking Tom Cat,GAME_CASUAL,100000000,2389051,4.09,Free,0.847,1.483
com.whereismytrain.android,Where is my Train,TRAVEL_AND_LOCAL,100000000,2931679,4.55,Free,1.308,2.621
com.soundcloud.android,SoundCloud: Play Music & Songs,MUSIC_AND_AUDIO,100000000,5500784,4.69,Free,1.319,2.552
com.sirma.mobile.bible.android,YouVersion Bible App + Audio,BOOKS_AND_REFERENCE,100000000,3890427,4.89,Free,1.304,2.645
com.appstar.callrecorder,Automatic Call Recorder,TOOLS,100000000,2477877,3.56,Free,0.547,0.937
com.accuweather.android,AccuWeather: Weather Radar,WEATHER,100000000,2538109,4.05,Free,0.14,0.178
com.badoo.mobile,Badoo - Dating. Chat. Meet.,DATING,100000000,5789527,4.06,Free,0.588,1.086
com.google.android.gm.lite,Gmail Go,COMMUNICATION,500000000,105430,4.5,Free,2.905,5.963
